date,lpc,ca,pc,bq,ndp,gpc,oth,institute,sample_size,cpc,polling_method,ppc
2018-05-25,33,NA,NA,4,19.8,6.4,NA,Nanos Research,1000,36,telephone (rolling),0
2018-05-18,35.1,NA,NA,3.6,20.1,5.9,NA,Nanos Research,1000,34,telephone (rolling),0
2018-05-16,30,NA,NA,2,18,4,NA,Forum Research,1484,46,IVR,0
2018-05-14,35,NA,NA,4,15,7,NA,Innovative Research,2327,38,online,0
2018-05-11,36.1,NA,NA,3.7,18.5,6,NA,Nanos Research,1000,34.4,telephone (rolling),0
2018-05-10,39,NA,NA,2,15,NA,NA,Leger,2103,36,online,0
2018-05-04,38,NA,NA,4.2,17.6,5.4,NA,Nanos Research,1000,33.2,telephone (rolling),0
2018-05-02,35,NA,NA,4,16,6,NA,Innovative Research,1000,38,telephone,0
2018-04-30,36,NA,NA,3,20,NA,NA,Ipsos,1907,35,online,0
2018-04-27,39.2,NA,NA,4.4,18.2,5.9,NA,Nanos Research,1000,30.6,telephone (rolling),0
2018-04-20,30,NA,NA,4,14,8,NA,Forum Research,1585,43,IVR,0
2018-04-20,38.2,NA,NA,3.7,17.9,7,NA,Nanos Research,1000,31.6,telephone (rolling),0
2018-04-18,40.4,NA,NA,2.6,11.9,5.9,NA,Mainstreet Research,9401,37.1,IVR,0
2018-04-13,41.1,NA,NA,3.8,15.8,8.2,NA,Nanos Research,1000,29.2,telephone (rolling),0
2018-04-06,38.2,NA,NA,3,17.2,7,NA,Nanos Research,1000,32.9,telephone (rolling),0
2018-03-29,39.1,NA,NA,2.4,16.4,6.5,NA,Nanos Research,1000,33.7,telephone (rolling),0
2018-03-23,31,NA,NA,3,23,NA,NA,Ipsos,1003,38,online,0
2018-03-23,38.1,NA,NA,3.1,16.8,5.5,NA,Nanos Research,1000,34.7,telephone (rolling),0
2018-03-16,35.9,NA,NA,3.5,18.5,6.2,NA,Nanos Research,1000,34.8,telephone (rolling),0
2018-03-15,30,NA,NA,4,19,6,NA,Angus Reid,5423,40,online,0
2018-03-09,35.8,NA,NA,4.5,19.3,6.7,NA,Nanos Research,1000,33.1,telephone (rolling),0
2018-03-08,38,NA,NA,3,14,5,NA,Leger,1536,38,online,0
2018-03-04,36,NA,NA,3,18,8,NA,Abacus Data,4023,33,online,0
2018-03-02,36.5,NA,NA,4,19,7.1,NA,Nanos Research,1000,32.7,telephone (rolling),0
2018-03-01,33,NA,NA,3,21,NA,NA,Ipsos,1001,38,online,0
2018-03-01,34,NA,NA,2,14,3,NA,Forum Research,941,46,IVR,0
2018-02-23,37.7,NA,NA,3.8,19.2,6.9,NA,Nanos Research,1000,31.5,telephone (rolling),0
2018-02-16,36.6,NA,NA,3.3,20.3,8,NA,Nanos Research,1000,30.8,telephone (rolling),0
2018-02-10,39,NA,NA,4,16,7,NA,Campaign Research,2227,32,online,0
2018-02-09,38.1,NA,NA,3.1,18.5,8.8,NA,Nanos Research,1000,30.4,telephone (rolling),0
2018-02-02,38.1,NA,NA,3,19.7,7.6,NA,Nanos Research,1000,30.3,telephone (rolling),0
2018-01-28,39,NA,NA,4,18,6,NA,Abacus Data,1411,32,online,0
2018-01-26,37.8,NA,NA,3.5,19.9,7.5,NA,Nanos Research,1000,30.6,telephone (rolling),0
2018-01-24,38,NA,NA,3,12,3,NA,Forum Research,1408,43,IVR,0
2018-01-19,37.9,NA,NA,3.7,17.3,6,NA,Nanos Research,1000,34.4,telephone (rolling),0
2018-01-12,37,NA,NA,3.8,20,4.5,NA,Nanos Research,1000,33.8,telephone (rolling),0
2018-01-11,42,NA,NA,4,16,7,NA,Campaign Research,1887,29,online,0
2018-01-06,40.3,NA,NA,4.4,13.1,7.7,NA,Mainstreet Research,9830,34.5,IVR,0
2018-01-05,40.9,NA,NA,3.7,19.5,4.8,NA,Nanos Research,1000,30.7,telephone (rolling),0
2017-12-29,41.6,NA,NA,3.5,20.1,4.2,NA,Nanos Research,1000,30.1,telephone (rolling),0
2017-12-22,42.8,NA,NA,3.3,20,4.2,NA,Nanos Research,1000,29.1,telephone (rolling),0
2017-12-15,41.9,NA,NA,3.4,19.1,5.7,NA,Nanos Research,1000,29.3,telephone (rolling),0
2017-12-14,38,NA,NA,5,12,5,NA,Forum Research,1284,39,IVR,0
2017-12-14,38,NA,NA,5,20,NA,NA,Ipsos,2098,31,online,0
2017-12-08,40.7,NA,NA,3.8,17.5,6.7,NA,Nanos Research,1000,30.3,telephone (rolling),0
2017-12-01,40.1,NA,NA,4.2,16.5,6.9,NA,Nanos Research,1000,30.7,telephone (rolling),0
2017-11-30,40,NA,NA,4,13,8,NA,Leger,1609,34,online,0
2017-11-24,38.8,NA,NA,4.4,17.2,6.9,NA,Nanos Research,1000,30.6,telephone (rolling),0
2017-11-17,39.3,NA,NA,5,16.6,7,NA,Nanos Research,1000,30.7,telephone (rolling),0
2017-11-14,40,NA,NA,4,18,6,NA,Abacus Data,1500,32,online,0
2017-11-10,38.3,NA,NA,5.3,17.5,6,NA,Nanos Research,1000,30.9,telephone (rolling),0
2017-11-09,38,NA,NA,5,19,7,NA,Campaign Research,2616,30,online,0
2017-11-06,36,NA,NA,6,14,6,NA,Forum Research,1281,38,IVR,0
2017-11-03,36.6,NA,NA,5.9,19,6.4,NA,Nanos Research,1000,29.6,telephone (rolling),0
2017-10-27,36.1,NA,NA,6.1,18.5,6.6,NA,Nanos Research,1000,29.6,telephone (rolling),0
2017-10-26,35,NA,NA,4,20,7,NA,Insights West,1005,33,online,0
2017-10-25,38,NA,NA,4,23,NA,NA,Ipsos,1001,30,online,0
2017-10-25,42,NA,NA,4,15,7,NA,Leger,1534,30,online,0
2017-10-23,39,NA,NA,5,15,5,NA,Abacus Data,1500,35,online,0
2017-10-20,35,NA,NA,6.3,17.7,6.9,NA,Nanos Research,1000,30.8,telephone (rolling),0
2017-10-16,38,NA,NA,5,20,7,NA,Environics,2000,30,online,0
2017-10-13,34.6,NA,NA,7.2,16.3,7.3,NA,Nanos Research,1000,31.3,telephone (rolling),0
2017-10-12,35,NA,NA,4,18,6,NA,Angus Reid,1492,35,online,0
2017-10-11,38,NA,NA,4,19,8,NA,Campaign Research,2002,30,online,0
2017-10-06,36.9,NA,NA,6.6,15.4,5.6,NA,Nanos Research,1000,32,telephone (rolling),0
2017-10-04,37,NA,NA,4,14,8,NA,Angus Reid,1477,36,online,0
2017-10-01,34.4,NA,NA,4.5,14.5,8.9,NA,EKOS,4839,33.3,IVR,0
2017-09-29,38.1,NA,NA,6.3,15.2,6.7,NA,Nanos Research,1000,31.2,telephone (rolling),0
2017-09-27,39,NA,NA,5,20,NA,NA,Ipsos,1001,32,online,0
2017-09-22,38.5,NA,NA,6.1,14.6,5.7,NA,Nanos Research,1000,32.5,telephone (rolling),0
2017-09-15,40.9,NA,NA,6,15.5,5.5,NA,Nanos Research,1000,30,telephone (rolling),0
2017-09-14,35,NA,NA,5,15,4,NA,Forum Research,1350,39,IVR,0
2017-09-11,42,NA,NA,5,16,6,NA,Campaign Research,1770,30,online,0
2017-09-08,42,NA,NA,4.6,15.9,5.9,NA,Nanos Research,1000,30.1,telephone (rolling),0
2017-09-03,43,NA,NA,3,17,6,NA,Abacus Data,1512,31,online,0
2017-09-01,41.2,NA,NA,4.9,15.7,4.7,NA,Nanos Research,1000,32,telephone (rolling),0
2017-08-31,43,NA,NA,4,15,5,NA,Mainstreet Research,2000,32,telephone,0
2017-08-25,41.9,NA,NA,4.3,16.4,5,NA,Nanos Research,1000,30.8,telephone (rolling),0
2017-08-18,39.4,NA,NA,5.1,18.2,4.9,NA,Nanos Research,1000,31,telephone (rolling),0
2017-08-17,42,NA,NA,4,14,4,NA,Forum Research,1150,35,IVR,0
2017-08-11,37.8,NA,NA,5.2,19.2,5.4,NA,Nanos Research,1000,31.1,telephone (rolling),0
2017-08-04,37.5,NA,NA,6.4,20.2,5.4,NA,Nanos Research,1000,29.3,telephone (rolling),0
2017-07-28,36.7,NA,NA,5.8,20,6.8,NA,Nanos Research,1000,29.1,telephone (rolling),0
2017-07-21,39,NA,NA,4.2,18.4,6.2,NA,Nanos Research,1000,30.3,telephone (rolling),0
2017-07-18,43,NA,NA,3,16,5,NA,Abacus Data,2036,31,online,0
2017-07-14,38.3,NA,NA,5.9,16.2,6.1,NA,Nanos Research,1000,31.2,telephone (rolling),0
2017-07-10,40,NA,NA,4,19,5,NA,Campaign Research,1540,31,online,0
2017-07-07,39.8,NA,NA,5.3,13.6,6.4,NA,Nanos Research,1000,33,telephone (rolling),0
2017-06-30,38.9,NA,NA,6.3,14,7.6,NA,Nanos Research,1000,31.6,telephone (rolling),0
2017-06-23,38.3,NA,NA,6.8,15.7,6.2,NA,Nanos Research,1000,31.1,telephone (rolling),0
2017-06-19,35.3,NA,NA,3.7,15.2,8.5,NA,EKOS,5658,33,IVR,0
2017-06-16,37.5,NA,NA,6.7,16.5,6.5,NA,Nanos Research,1000,30.9,telephone (rolling),0
2017-06-12,39,NA,NA,5,19,7,NA,Campaign Research,2767,30,online,0
2017-06-12,37,NA,NA,4,17,6,NA,Angus Reid,5406,34,online,0
2017-06-09,36.8,NA,NA,6.1,17.3,7.1,NA,Nanos Research,1000,30.5,telephone (rolling),0
2017-06-08,42,NA,NA,5,12,6,NA,Forum Research,1483,34,IVR,0
2017-06-02,40,NA,NA,6.2,16.5,7.3,NA,Nanos Research,1000,28.1,telephone (rolling),0
2017-05-31,40,NA,NA,4,16,6,NA,Angus Reid,1958,33,online,0
2017-05-29,41,NA,NA,4,17,5,NA,Mainstreet Research,2800,33,IVR,0
2017-05-26,40.3,NA,NA,5.7,16.7,7.2,NA,Nanos Research,1000,28.6,telephone (rolling),0
2017-05-19,42.1,NA,NA,5.2,16.2,7.4,NA,Nanos Research,1000,27.9,telephone (rolling),0
2017-05-18,46,NA,NA,5,16,6,NA,Leger,1529,25,online,0
2017-05-15,41,NA,NA,5,18,5,NA,Mainstreet Research,2800,31,IVR,0
2017-05-13,43,NA,NA,3,19,7,NA,Campaign Research,1969,27,online,0
2017-05-12,43,NA,NA,4,20,5,NA,Abacus Data,1182,27,online,0
2017-05-12,42.8,NA,NA,6,15.9,5.6,NA,Nanos Research,1000,28.1,telephone (rolling),0
2017-05-05,41.8,NA,NA,5.1,18.8,4.1,NA,Nanos Research,1000,29,telephone (rolling),0
2017-04-28,43,NA,NA,4.4,18.5,3.6,NA,Nanos Research,1000,29.6,telephone (rolling),0
2017-04-24,35,NA,NA,5,17,7,NA,Forum Research,1479,35,IVR,0
2017-04-21,42,NA,NA,4,19,2.9,NA,Nanos Research,1000,30.4,telephone (rolling),0
2017-04-14,41.4,NA,NA,3.4,18.7,3.1,NA,Nanos Research,1000,32.4,telephone (rolling),0
2017-04-11,38,NA,NA,6,19,6,NA,Campaign Research,1970,29,online,0
2017-04-07,40.3,NA,NA,4,18,3.5,NA,Nanos Research,1000,32.6,telephone (rolling),0
2017-03-31,40.6,NA,NA,5.2,18.4,4.6,NA,Nanos Research,1000,29.6,telephone (rolling),0
2017-03-30,39,NA,NA,5,20,NA,NA,Ipsos,1001,32,online,0
2017-03-24,42.5,NA,NA,4.8,16.1,5.2,NA,Nanos Research,1000,29.2,telephone (rolling),0
2017-03-23,36,NA,NA,6,15,4,NA,Forum Research,1029,38,IVR,0
2017-03-17,44,NA,NA,4,16,6,NA,Stratcom,2029,29,online,0
2017-03-17,41.9,NA,NA,4.7,17.1,5.2,NA,Nanos Research,1000,28.5,telephone (rolling),0
2017-03-10,41.4,NA,NA,4.9,17,6,NA,Nanos Research,1000,28.1,telephone (rolling),0
2017-03-07,43,NA,NA,6,16,5,NA,Campaign Research,1886,27,online/IVR,0
2017-03-03,39.6,NA,NA,5,17.2,5.1,NA,Nanos Research,1000,30.5,telephone (rolling),0
2017-02-26,39,NA,NA,7,15,4,NA,Forum Research,1340,35,IVR,0
2017-02-24,38.9,NA,NA,5.4,16.8,5.2,NA,Nanos Research,1000,31,telephone (rolling),0
2017-02-19,40,NA,NA,4,16,6,NA,Abacus Data,1500,33,online,0
2017-02-17,39.3,NA,NA,6.3,16.9,5.7,NA,Nanos Research,1000,29.6,telephone (rolling),0
2017-02-10,37.9,NA,NA,4.8,16.9,5.3,NA,Nanos Research,1000,32.9,telephone (rolling),0
2017-02-06,34,NA,NA,6,16,6,NA,Campaign Research,1457,34,IVR,0
2017-02-03,38,NA,NA,4.9,16.4,5.9,NA,Nanos Research,1000,32.5,telephone (rolling),0
2017-01-27,39.1,NA,NA,5.1,16.3,5.5,NA,Nanos Research,1000,32.1,telephone (rolling),0
2017-01-25,41,NA,NA,5,19,NA,NA,Ipsos,1000,30,online,0
2017-01-21,42,NA,NA,4,12,5,NA,Forum Research,1332,36,IVR,0
2017-01-20,39.4,NA,NA,5.1,16.3,5.9,NA,Nanos Research,1000,31.2,telephone (rolling),0
2017-01-13,41.4,NA,NA,6.1,16.2,6.1,NA,Nanos Research,1000,28.4,telephone (rolling),0
2017-01-06,43,NA,NA,5.2,16.2,5.4,NA,Nanos Research,1000,28.5,telephone (rolling),0
2016-12-30,43,NA,NA,5.5,16.7,5.9,NA,Nanos Research,1000,27.9,telephone (rolling),0
2016-12-23,42,NA,NA,5.6,16.9,5.6,NA,Nanos Research,1000,28.3,telephone (rolling),0
2016-12-16,43.6,NA,NA,4.9,16.7,5.6,NA,Nanos Research,1000,27.4,telephone (rolling),0
2016-12-14,44,NA,NA,4,16,5,NA,Abacus Data,1848,30,online,0
2016-12-09,43.2,NA,NA,5.4,16.5,6,NA,Nanos Research,1000,26.7,telephone (rolling),0
2016-12-07,42,NA,NA,5,12,6,NA,Forum Research,1304,34,IVR,0
2016-12-02,42.9,NA,NA,4.8,17.4,6.8,NA,Nanos Research,1000,26,telephone (rolling),0
2016-11-25,44.7,NA,NA,4.4,17.9,6.4,NA,Nanos Research,1000,25.1,telephone (rolling),0
2016-11-22,41.2,NA,NA,2.4,13,8.2,NA,EKOS,1949,31.2,IVR,0
2016-11-18,42.9,NA,NA,5.6,16,5.6,NA,Nanos Research,1000,28.7,telephone (rolling),0
2016-11-13,46,NA,NA,5,17,7,NA,Abacus Data,2200,25,online,0
2016-11-11,46.3,NA,NA,4.3,15.4,6.2,NA,Nanos Research,1000,26.2,telephone (rolling),0
2016-11-10,51,NA,NA,4,11,5,NA,Forum Research,1474,28,IVR,0
2016-11-06,49,NA,NA,4,13,5,NA,Mainstreet Research,5066,29,IVR,0
2016-11-04,44.9,NA,NA,5.5,13.8,5.5,NA,Nanos Research,1000,29.6,telephone (rolling),0
2016-10-28,44.5,NA,NA,5.3,13.3,6,NA,Nanos Research,1000,29.6,telephone (rolling),0
2016-10-21,46.6,NA,NA,4,13.9,6.8,NA,Nanos Research,1000,27.5,telephone (rolling),0
2016-10-18,46.6,NA,NA,3.3,14.1,7.8,NA,EKOS,1622,26.4,online/telephone,0
2016-10-14,46.3,NA,NA,4.3,15.4,6.2,NA,Nanos Research,1000,26.2,telephone (rolling),0
2016-10-12,49,NA,NA,5,12,4,NA,Forum Research,1437,30,IVR,0
2016-10-12,45,NA,NA,5,14,6,NA,Abacus Data,1498,28,online,0
2016-10-07,45.9,NA,NA,4.3,16.2,5.7,NA,Nanos Research,1000,25.9,telephone (rolling),0
2016-09-30,45.8,NA,NA,4.5,16.7,5,NA,Nanos Research,1000,26.2,telephone (rolling),0
2016-09-21,47,NA,NA,6,9,3,NA,Forum Research,1326,34,IVR,0
2016-09-08,51,NA,NA,4,12,4,NA,Mainstreet Research,5250,29,IVR,0
2016-09-07,48,NA,NA,5,11,4,NA,Forum Research,1370,30,IVR,0
2016-09-01,53,NA,NA,4,12,5,NA,Leger,1535,25,online,0
2016-08-25,46,NA,NA,4,16,5,NA,Abacus Data,2010,28,online,0
2016-08-06,50,NA,NA,4,10,4,NA,Forum Research,1345,31,IVR,0
2016-07-14,45.6,NA,NA,2.8,15.5,5.9,NA,EKOS,1003,28.5,online/telephone,0
2016-07-05,52,NA,NA,5,11,3,NA,Forum Research,1429,28,IVR,0
2016-06-16,44,NA,NA,5,16,6,NA,Abacus Data,1500,28,online,0
2016-06-07,49,NA,NA,4,10,4,NA,Forum Research,2271,32,IVR,0
2016-06-07,44.7,NA,NA,4.1,12.4,7.8,NA,EKOS,2371,26.9,IVR,0
2016-05-24,46,NA,NA,4,15,NA,NA,Ipsos,1002,30,online,0
2016-05-20,46,NA,NA,4,15,7,NA,Abacus Data,2000,27,online,0
2016-05-11,52,NA,NA,4,11,3,NA,Forum Research,1517,29,IVR,0
2016-04-27,49,NA,NA,3,14,4,NA,Mainstreet Research,4998,30,IVR,0
2016-04-22,43.2,NA,NA,4.2,19.3,5.5,NA,Nanos Research,1000,25.8,telephone,0
2016-04-15,48,NA,NA,3,14,5,NA,Mainstreet Research,5012,30,IVR,0
2016-04-15,44.1,NA,NA,4.4,12,6.7,NA,EKOS,1176,28.5,IVR,0
2016-04-13,49,NA,NA,5,13,5,NA,Abacus Data,1500,26,online,0
2016-04-05,51,NA,NA,6,12,3,NA,Forum Research,1455,28,IVR,0
2016-03-30,46,NA,NA,5,12,6,NA,Innovative Research,2456,30,online,0
2016-03-29,42.1,NA,NA,4.8,11.7,6.4,NA,EKOS,2019,31.7,IVR,0
2016-03-23,47,NA,NA,4,14,6,NA,Abacus Data,1500,28,online,0
2016-03-18,44,NA,NA,4,16,6,NA,Abacus Data,1500,29,online,0
2016-03-15,46,NA,NA,4,12,3,NA,Forum Research,1567,34,IVR,0
2016-02-17,49,NA,NA,3,10,5,NA,Forum Research,1406,32,IVR,0
2016-02-04,49,NA,NA,3,15,5,NA,Leger,1524,27,online,0
2016-01-18,46.7,NA,NA,3.9,15.9,7,NA,EKOS,2598,25.3,online/telephone,0
2016-01-15,44,NA,NA,3,16,5,NA,Mainstreet Research,4937,32,IVR,0
2016-01-12,45,NA,NA,5,17,5,NA,Abacus Data,1500,28,online,0
2015-12-10,46.3,NA,NA,3.4,15.3,6.7,NA,EKOS,1956,27.2,online/telephone,0
2015-12-08,46,NA,NA,4,13,4,NA,Forum Research,1369,32,IVR,0
2015-11-25,49,NA,NA,5,16,5,NA,Abacus Data,1500,24,online,0
2015-11-17,45,NA,NA,4,10,3,NA,Forum Research,909,37,IVR,0
2015-11-07,55,NA,NA,4,12,3,NA,Forum Research,1256,25,IVR,0
2019-10-20,31.7,NA,NA,7.2,20.8,6,NA,Nanos Research,800,32.5,telephone,1.5
2019-10-20,31.6,NA,NA,7.9,18.3,6.1,NA,Mainstreet Research,2032,32.2,IVR,2.8
2019-10-20,32,NA,NA,7,19,8,NA,Research Co.,957,31,online,2
2019-10-20,34.2,NA,NA,5,18.3,8.1,NA,EKOS,1994,30,telephone/IVR,3.5
2019-10-20,31.4,NA,NA,6.6,17.8,9.1,NA,Campaign Research,1498,31.3,online (rolling),2.7
2019-10-19,31,NA,NA,7,18,6,NA,Ipsos,3108,33,online/telephone,3
2019-10-19,34,NA,NA,8,16,8,NA,Abacus Data,2000,32,online,2
2019-10-19,31,NA,NA,7,18.8,9.5,NA,Nanos Research,1600,31.5,telephone (rolling),1.8
2019-10-19,31.7,NA,NA,6.6,17.4,9.1,NA,Campaign Research,1554,31.4,online (rolling),2.7
2019-10-18,31.7,NA,NA,9,17.5,8.3,NA,Forum Research,1206,29.9,IVR,3
2019-10-18,33,NA,NA,8,18,6,NA,Leger,2117,33,online,2
2019-10-18,32.8,NA,NA,7.2,18.3,5.5,NA,Mainstreet Research,2134,31.9,IVR (rolling),3.3
2019-10-18,32.6,NA,NA,7.1,18.4,9.3,NA,Nanos Research,1200,30.3,telephone (rolling),1.9
2019-10-18,31,NA,NA,7,18,9,NA,Campaign Research,1987,31,online,3
2019-10-17,33,NA,NA,9,14,8,NA,Innovative Research,1964,31,online,4
2019-10-17,34,NA,NA,6,19,8,NA,Innovative Research,3094,30,online,2
2019-10-17,31,NA,NA,5.5,17.6,7.9,NA,EKOS,1881,32.5,telephone/IVR,3.6
2019-10-17,32.1,NA,NA,7.6,18.8,5.8,NA,Mainstreet Research,2163,31.9,IVR (rolling),3
2019-10-17,31.5,NA,NA,6.2,19,9.5,NA,Nanos Research,1200,31.6,telephone (rolling),1.8
2019-10-16,29,NA,NA,8,21,7,NA,DART/Maru,1518,33,online,2
2019-10-16,30,NA,NA,7,20,8,NA,Forum Research,1028,29,IVR,4
2019-10-16,31.9,NA,NA,7.6,18.6,7,NA,Mainstreet Research,2128,30.9,IVR (rolling),3.2
2019-10-16,31.5,NA,NA,6,18.9,9.2,NA,Nanos Research,1200,32.5,telephone (rolling),1.6
2019-10-15,30.9,NA,NA,7.9,18.3,7.7,NA,Mainstreet Research,2070,30.6,IVR (rolling),3.6
2019-10-15,31.9,NA,NA,5.9,18.8,9.4,NA,Nanos Research,1200,32.5,telephone (rolling),1.1
2019-10-15,29,NA,NA,8,19,8,NA,Angus Reid,2100,33,online,3
2019-10-15,31.2,NA,NA,6.4,18.4,6.8,NA,EKOS,1904,31.8,telephone/IVR,3.4
2019-10-14,30.7,NA,NA,8.1,17.2,8.5,NA,Mainstreet Research,2076,31.1,IVR (rolling),3.6
2019-10-13,30,NA,NA,7,20,8,NA,Ipsos,2204,32,online/telephone,2
2019-10-13,30.7,NA,NA,7.8,16.6,8.3,NA,Mainstreet Research,2150,32.3,IVR (rolling),3.4
2019-10-13,32.3,NA,NA,5.9,19.2,9.3,NA,Nanos Research,1200,32.1,telephone (rolling),1
2019-10-12,31.5,NA,NA,6.2,19.7,9,NA,Nanos Research,1200,32.3,telephone (rolling),1.1
2019-10-11,33.2,NA,NA,5.9,18.1,8.9,NA,Nanos Research,1200,32.1,telephone (rolling),1.4
2019-10-10,32,NA,NA,6,18,9,NA,Abacus Data,3000,32,online,2
2019-10-10,29,NA,NA,7,19,10,NA,Campaign Research,4037,31,online,3
2019-10-10,28.9,NA,NA,7.6,16.6,9.4,NA,Mainstreet Research,2274,31.7,IVR (rolling),4.2
2019-10-10,35.4,NA,NA,5.3,15.3,8.8,NA,Nanos Research,1200,33.2,telephone (rolling),1.4
2019-10-10,35,NA,NA,6,15,10,NA,Innovative Research,2394,31,online,3
2019-10-10,29,NA,NA,7,17,9,NA,Angus Reid,3031,34,online,3
2019-10-10,30.5,NA,NA,5.4,13.1,12.8,NA,EKOS,1947,31.7,telephone/IVR,4.7
2019-10-09,28,NA,NA,9,20,7,NA,DART/Maru,1510,33,online,2
2019-10-09,30.2,NA,NA,7.2,15.1,9.8,NA,Mainstreet Research,2309,32.2,IVR (rolling),4
2019-10-09,36.9,NA,NA,5.1,14.1,8.2,NA,Nanos Research,1200,33.2,telephone (rolling),1.6
2019-10-08,31,NA,NA,7,18,11,NA,Leger,2150,31,online,3
2019-10-08,28,NA,NA,7,13,12,NA,Forum Research,1013,35,IVR,3
2019-10-08,31.7,NA,NA,6.1,14.3,10.3,NA,Mainstreet Research,2445,32,IVR (rolling),4.2
2019-10-08,35.6,NA,NA,5.2,13.4,9.1,NA,Nanos Research,1200,34.8,telephone (rolling),1.2
2019-10-07,32.6,NA,NA,6.5,13.2,10.1,NA,Mainstreet Research,2108,33.1,IVR (rolling),3.4
2019-10-07,34.6,NA,NA,5.1,13.5,9.8,NA,Nanos Research,1200,34.8,telephone (rolling),1.1
2019-10-07,35,NA,NA,7,15,7,NA,Ipsos,1502,34,online,2
2019-10-07,35,NA,NA,5,13,10,NA,Innovative Research,2835,33,online,4
2019-10-06,33.1,NA,NA,6.3,13.3,9.7,NA,Mainstreet Research,2108,33.3,IVR (rolling),2.9
2019-10-06,34.3,NA,NA,5.1,15,9.6,NA,Nanos Research,1200,33.4,telephone (rolling),1.5
2019-10-05,35,NA,NA,5,16,8,NA,Abacus Data,1556,33,online,1
2019-10-05,36.7,NA,NA,4.9,15,8,NA,Nanos Research,1200,32.7,telephone (rolling),1.8
2019-10-04,36.2,NA,NA,5.8,15.6,7.4,NA,Nanos Research,1200,32.6,telephone (rolling),1.8
2019-10-03,34.3,NA,NA,5.8,11.4,9.1,NA,Mainstreet Research,2207,34.8,IVR (rolling),3.2
2019-10-03,36.3,NA,NA,5.9,13.8,8.2,NA,Nanos Research,1200,34.3,telephone (rolling),1.2
2019-10-02,32,NA,NA,5,14,11,NA,Campaign Research,4755,34,online,3
2019-10-02,33.4,NA,NA,5.7,11.9,9,NA,Mainstreet Research,2234,36.4,IVR (rolling),2.5
2019-10-02,32.9,NA,NA,5.5,14.9,9.9,NA,Nanos Research,1200,35.2,telephone (rolling),1.4
2019-10-01,34,NA,NA,6,12,12,NA,Forum Research,1853,31,IVR,4
2019-10-01,33.5,NA,NA,5.3,11.6,10,NA,Mainstreet Research,2259,36,IVR (rolling),2.8
2019-10-01,34.2,NA,NA,4.5,15.2,10.2,NA,Nanos Research,1200,33.9,telephone (rolling),1.8
2019-09-30,33.3,NA,NA,5.3,11.6,10,NA,Mainstreet Research,2183,36.1,IVR (rolling),2.9
2019-09-30,32.2,NA,NA,4.4,14.3,11.1,NA,Nanos Research,1200,34.5,telephone (rolling),3
2019-09-30,34,NA,NA,5,14,11,NA,Leger,1558,34,online,2
2019-09-30,30,NA,NA,7,14,8,NA,Angus Reid,1522,37,online,3
2019-09-30,34,NA,NA,5,15,7,NA,Ipsos,1489,37,online,2
2019-09-29,34.4,NA,NA,5.6,10.9,10.5,NA,Mainstreet Research,2140,34.1,IVR (rolling),3.4
2019-09-29,32.7,NA,NA,4.1,13.2,12.6,NA,Nanos Research,1200,34,telephone (rolling),2.5
2019-09-29,33.4,NA,NA,3,11.4,13.4,NA,EKOS,1492,31.1,telephone/IVR,5.1
2019-09-28,34,NA,NA,5.8,11.7,10.1,NA,Mainstreet Research,2270,33.7,IVR (rolling),3.7
2019-09-28,32.5,NA,NA,4.6,13,12.6,NA,Nanos Research,1200,34.2,telephone (rolling),2.1
2019-09-27,32.6,NA,NA,3.8,14.4,13.2,NA,Nanos Research,1200,34.1,telephone (rolling),1.3
2019-09-26,36,NA,NA,5,15,9,NA,Research Co.,1000,33,online,2
2019-09-26,33.4,NA,NA,5.6,10.7,9.7,NA,Mainstreet Research,2436,35.6,IVR (rolling),3.7
2019-09-26,34.4,NA,NA,4.4,15,10.5,NA,Nanos Research,1200,33.7,telephone (rolling),1.8
2019-09-26,35,NA,NA,5,15,10,NA,Abacus Data,1975,33,online,2
2019-09-25,34.4,NA,NA,5.5,10.7,9.2,NA,Mainstreet Research,2425,35.8,IVR (rolling),3.4
2019-09-25,35.5,NA,NA,4.7,14.5,9.5,NA,Nanos Research,1200,33.6,telephone (rolling),2
2019-09-25,35,NA,NA,5,14,10,NA,Innovative Research,2302,31,online,5
2019-09-24,35.2,NA,NA,5.2,10.8,9.3,NA,Mainstreet Research,2389,35.5,IVR (rolling),2.9
2019-09-24,35.3,NA,NA,5.5,12.7,8.8,NA,Nanos Research,1200,35.4,telephone (rolling),2.1
2019-09-24,34,NA,NA,5,13,11,NA,Leger,2153,33,online,4
2019-09-24,35,NA,NA,5,12,10,NA,Innovative Research,2496,34,online,4
2019-09-23,34.4,NA,NA,4.8,11.2,9.6,NA,Mainstreet Research,2333,35.9,IVR (rolling),NA
2019-09-23,35.1,NA,NA,5.7,12.9,10.1,NA,Nanos Research,1200,33.5,telephone (rolling),2.4
2019-09-23,30,NA,NA,6,15,11,NA,Angus Reid,1523,35,online,3
2019-09-23,32,NA,NA,4,15,11,NA,Ipsos,1500,36,online,2
2019-09-22,33.7,NA,NA,NA,NA,NA,NA,Mainstreet Research,2168,35.8,IVR (rolling),NA
2019-09-22,33.1,NA,NA,5.8,12.8,10.6,NA,Nanos Research,1200,34.3,telephone (rolling),2.9
2019-09-22,32,NA,NA,4.9,10.9,10.3,NA,EKOS,1272,35.3,IVR,4.1
