institute,lpc,ca,bq,ndp,pc,date,cpc,gpc,sample_size,polling_method,other,ppc
Nanos Research,39.6,NA,5,17.2,NA,2017-03-03,30.5,5.1,1000,telephone (rolling),NA,0
Forum Research,39,NA,7,15,NA,2017-02-26,35,4,1340,IVR,NA,0
Nanos Research,38.9,NA,5.4,16.8,NA,2017-02-24,31,5.2,1000,telephone (rolling),NA,0
Abacus Data,40,NA,4,16,NA,2017-02-19,33,6,1500,online,NA,0
Nanos Research,39.3,NA,6.3,16.9,NA,2017-02-17,29.6,5.7,1000,telephone (rolling),NA,0
Nanos Research,37.9,NA,4.8,16.9,NA,2017-02-10,32.9,5.3,1000,telephone (rolling),NA,0
Campaign Research,34,NA,6,16,NA,2017-02-06,34,6,1457,IVR,NA,0
Nanos Research,38,NA,4.9,16.4,NA,2017-02-03,32.5,5.9,1000,telephone (rolling),NA,0
Nanos Research,39.1,NA,5.1,16.3,NA,2017-01-27,32.1,5.5,1000,telephone (rolling),NA,0
Ipsos,41,NA,5,19,NA,2017-01-25,30,NA,1000,online,NA,0
Forum Research,42,NA,4,12,NA,2017-01-21,36,5,1332,IVR,NA,0
Nanos Research,39.4,NA,5.1,16.3,NA,2017-01-20,31.2,5.9,1000,telephone (rolling),NA,0
Nanos Research,41.4,NA,6.1,16.2,NA,2017-01-13,28.4,6.1,1000,telephone (rolling),NA,0
Nanos Research,43,NA,5.2,16.2,NA,2017-01-06,28.5,5.4,1000,telephone (rolling),NA,0
Nanos Research,43,NA,5.5,16.7,NA,2016-12-30,27.9,5.9,1000,telephone (rolling),NA,0
Nanos Research,42,NA,5.6,16.9,NA,2016-12-23,28.3,5.6,1000,telephone (rolling),NA,0
Nanos Research,43.6,NA,4.9,16.7,NA,2016-12-16,27.4,5.6,1000,telephone (rolling),NA,0
Abacus Data,44,NA,4,16,NA,2016-12-14,30,5,1848,online,NA,0
Nanos Research,43.2,NA,5.4,16.5,NA,2016-12-09,26.7,6,1000,telephone (rolling),NA,0
Forum Research,42,NA,5,12,NA,2016-12-07,34,6,1304,IVR,NA,0
Nanos Research,42.9,NA,4.8,17.4,NA,2016-12-02,26,6.8,1000,telephone (rolling),NA,0
Nanos Research,44.7,NA,4.4,17.9,NA,2016-11-25,25.1,6.4,1000,telephone (rolling),NA,0
EKOS,41.2,NA,2.4,13,NA,2016-11-22,31.2,8.2,1949,IVR,NA,0
Nanos Research,42.9,NA,5.6,16,NA,2016-11-18,28.7,5.6,1000,telephone (rolling),NA,0
Abacus Data,46,NA,5,17,NA,2016-11-13,25,7,2200,online,NA,0
Nanos Research,46.3,NA,4.3,15.4,NA,2016-11-11,26.2,6.2,1000,telephone (rolling),NA,0
Forum Research,51,NA,4,11,NA,2016-11-10,28,5,1474,IVR,NA,0
Mainstreet Research,49,NA,4,13,NA,2016-11-06,29,5,5066,IVR,NA,0
Nanos Research,44.9,NA,5.5,13.8,NA,2016-11-04,29.6,5.5,1000,telephone (rolling),NA,0
Nanos Research,44.5,NA,5.3,13.3,NA,2016-10-28,29.6,6,1000,telephone (rolling),NA,0
Nanos Research,46.6,NA,4,13.9,NA,2016-10-21,27.5,6.8,1000,telephone (rolling),NA,0
EKOS,46.6,NA,3.3,14.1,NA,2016-10-18,26.4,7.8,1622,online/telephone,NA,0
Nanos Research,46.3,NA,4.3,15.4,NA,2016-10-14,26.2,6.2,1000,telephone (rolling),NA,0
Forum Research,49,NA,5,12,NA,2016-10-12,30,4,1437,IVR,NA,0
Abacus Data,45,NA,5,14,NA,2016-10-12,28,6,1498,online,NA,0
Nanos Research,45.9,NA,4.3,16.2,NA,2016-10-07,25.9,5.7,1000,telephone (rolling),NA,0
Nanos Research,45.8,NA,4.5,16.7,NA,2016-09-30,26.2,5,1000,telephone (rolling),NA,0
Forum Research,47,NA,6,9,NA,2016-09-21,34,3,1326,IVR,NA,0
Mainstreet Research,51,NA,4,12,NA,2016-09-08,29,4,5250,IVR,NA,0
Forum Research,48,NA,5,11,NA,2016-09-07,30,4,1370,IVR,NA,0
Leger,53,NA,4,12,NA,2016-09-01,25,5,1535,online,NA,0
Abacus Data,46,NA,4,16,NA,2016-08-25,28,5,2010,online,NA,0
Forum Research,50,NA,4,10,NA,2016-08-06,31,4,1345,IVR,NA,0
EKOS,45.6,NA,2.8,15.5,NA,2016-07-14,28.5,5.9,1003,online/telephone,NA,0
Forum Research,52,NA,5,11,NA,2016-07-05,28,3,1429,IVR,NA,0
Abacus Data,44,NA,5,16,NA,2016-06-16,28,6,1500,online,NA,0
Forum Research,49,NA,4,10,NA,2016-06-07,32,4,2271,IVR,NA,0
EKOS,44.7,NA,4.1,12.4,NA,2016-06-07,26.9,7.8,2371,IVR,NA,0
Ipsos,46,NA,4,15,NA,2016-05-24,30,NA,1002,online,NA,0
Abacus Data,46,NA,4,15,NA,2016-05-20,27,7,2000,online,NA,0
Forum Research,52,NA,4,11,NA,2016-05-11,29,3,1517,IVR,NA,0
Mainstreet Research,49,NA,3,14,NA,2016-04-27,30,4,4998,IVR,NA,0
Nanos Research,43.2,NA,4.2,19.3,NA,2016-04-22,25.8,5.5,1000,telephone,NA,0
Mainstreet Research,48,NA,3,14,NA,2016-04-15,30,5,5012,IVR,NA,0
EKOS,44.1,NA,4.4,12,NA,2016-04-15,28.5,6.7,1176,IVR,NA,0
Abacus Data,49,NA,5,13,NA,2016-04-13,26,5,1500,online,NA,0
Forum Research,51,NA,6,12,NA,2016-04-05,28,3,1455,IVR,NA,0
Innovative Research,46,NA,5,12,NA,2016-03-30,30,6,2456,online,NA,0
EKOS,42.1,NA,4.8,11.7,NA,2016-03-29,31.7,6.4,2019,IVR,NA,0
Abacus Data,47,NA,4,14,NA,2016-03-23,28,6,1500,online,NA,0
Abacus Data,44,NA,4,16,NA,2016-03-18,29,6,1500,online,NA,0
Forum Research,46,NA,4,12,NA,2016-03-15,34,3,1567,IVR,NA,0
Forum Research,49,NA,3,10,NA,2016-02-17,32,5,1406,IVR,NA,0
Leger,49,NA,3,15,NA,2016-02-04,27,5,1524,online,NA,0
EKOS,46.7,NA,3.9,15.9,NA,2016-01-18,25.3,7,2598,online/telephone,NA,0
Mainstreet Research,44,NA,3,16,NA,2016-01-15,32,5,4937,IVR,NA,0
Abacus Data,45,NA,5,17,NA,2016-01-12,28,5,1500,online,NA,0
EKOS,46.3,NA,3.4,15.3,NA,2015-12-10,27.2,6.7,1956,online/telephone,NA,0
Forum Research,46,NA,4,13,NA,2015-12-08,32,4,1369,IVR,NA,0
Abacus Data,49,NA,5,16,NA,2015-11-25,24,5,1500,online,NA,0
Forum Research,45,NA,4,10,NA,2015-11-17,37,3,909,IVR,NA,0
Forum Research,55,NA,4,12,NA,2015-11-07,25,3,1256,IVR,NA,0
Nanos Research,31.7,NA,7.2,20.8,NA,2019-10-20,32.5,6,800,telephone,NA,1.5
Mainstreet Research,31.6,NA,7.9,18.3,NA,2019-10-20,32.2,6.1,2032,IVR,NA,2.8
Research Co.,32,NA,7,19,NA,2019-10-20,31,8,957,online,NA,2
EKOS,34.2,NA,5,18.3,NA,2019-10-20,30,8.1,1994,telephone/IVR,NA,3.5
Campaign Research,31.4,NA,6.6,17.8,NA,2019-10-20,31.3,9.1,1498,online (rolling),NA,2.7
Ipsos,31,NA,7,18,NA,2019-10-19,33,6,3108,online/telephone,NA,3
Abacus Data,34,NA,8,16,NA,2019-10-19,32,8,2000,online,NA,2
Nanos Research,31,NA,7,18.8,NA,2019-10-19,31.5,9.5,1600,telephone (rolling),NA,1.8
Campaign Research,31.7,NA,6.6,17.4,NA,2019-10-19,31.4,9.1,1554,online (rolling),NA,2.7
Forum Research,31.7,NA,9,17.5,NA,2019-10-18,29.9,8.3,1206,IVR,NA,3
Leger,33,NA,8,18,NA,2019-10-18,33,6,2117,online,NA,2
Mainstreet Research,32.8,NA,7.2,18.3,NA,2019-10-18,31.9,5.5,2134,IVR (rolling),NA,3.3
Nanos Research,32.6,NA,7.1,18.4,NA,2019-10-18,30.3,9.3,1200,telephone (rolling),NA,1.9
Campaign Research,31,NA,7,18,NA,2019-10-18,31,9,1987,online,NA,3
Innovative Research,33,NA,9,14,NA,2019-10-17,31,8,1964,online,NA,4
Innovative Research,34,NA,6,19,NA,2019-10-17,30,8,3094,online,NA,2
EKOS,31,NA,5.5,17.6,NA,2019-10-17,32.5,7.9,1881,telephone/IVR,NA,3.6
Mainstreet Research,32.1,NA,7.6,18.8,NA,2019-10-17,31.9,5.8,2163,IVR (rolling),NA,3
Nanos Research,31.5,NA,6.2,19,NA,2019-10-17,31.6,9.5,1200,telephone (rolling),NA,1.8
DART/Maru,29,NA,8,21,NA,2019-10-16,33,7,1518,online,NA,2
Forum Research,30,NA,7,20,NA,2019-10-16,29,8,1028,IVR,NA,4
Mainstreet Research,31.9,NA,7.6,18.6,NA,2019-10-16,30.9,7,2128,IVR (rolling),NA,3.2
Nanos Research,31.5,NA,6,18.9,NA,2019-10-16,32.5,9.2,1200,telephone (rolling),NA,1.6
Mainstreet Research,30.9,NA,7.9,18.3,NA,2019-10-15,30.6,7.7,2070,IVR (rolling),NA,3.6
Nanos Research,31.9,NA,5.9,18.8,NA,2019-10-15,32.5,9.4,1200,telephone (rolling),NA,1.1
Angus Reid,29,NA,8,19,NA,2019-10-15,33,8,2100,online,NA,3
EKOS,31.2,NA,6.4,18.4,NA,2019-10-15,31.8,6.8,1904,telephone/IVR,NA,3.4
Mainstreet Research,30.7,NA,8.1,17.2,NA,2019-10-14,31.1,8.5,2076,IVR (rolling),NA,3.6
Ipsos,30,NA,7,20,NA,2019-10-13,32,8,2204,online/telephone,NA,2
Mainstreet Research,30.7,NA,7.8,16.6,NA,2019-10-13,32.3,8.3,2150,IVR (rolling),NA,3.4
Nanos Research,32.3,NA,5.9,19.2,NA,2019-10-13,32.1,9.3,1200,telephone (rolling),NA,1
Nanos Research,31.5,NA,6.2,19.7,NA,2019-10-12,32.3,9,1200,telephone (rolling),NA,1.1
Nanos Research,33.2,NA,5.9,18.1,NA,2019-10-11,32.1,8.9,1200,telephone (rolling),NA,1.4
Abacus Data,32,NA,6,18,NA,2019-10-10,32,9,3000,online,NA,2
Campaign Research,29,NA,7,19,NA,2019-10-10,31,10,4037,online,NA,3
Mainstreet Research,28.9,NA,7.6,16.6,NA,2019-10-10,31.7,9.4,2274,IVR (rolling),NA,4.2
Nanos Research,35.4,NA,5.3,15.3,NA,2019-10-10,33.2,8.8,1200,telephone (rolling),NA,1.4
Innovative Research,35,NA,6,15,NA,2019-10-10,31,10,2394,online,NA,3
Angus Reid,29,NA,7,17,NA,2019-10-10,34,9,3031,online,NA,3
EKOS,30.5,NA,5.4,13.1,NA,2019-10-10,31.7,12.8,1947,telephone/IVR,NA,4.7
DART/Maru,28,NA,9,20,NA,2019-10-09,33,7,1510,online,NA,2
Mainstreet Research,30.2,NA,7.2,15.1,NA,2019-10-09,32.2,9.8,2309,IVR (rolling),NA,4
Nanos Research,36.9,NA,5.1,14.1,NA,2019-10-09,33.2,8.2,1200,telephone (rolling),NA,1.6
Leger,31,NA,7,18,NA,2019-10-08,31,11,2150,online,NA,3
Forum Research,28,NA,7,13,NA,2019-10-08,35,12,1013,IVR,NA,3
Mainstreet Research,31.7,NA,6.1,14.3,NA,2019-10-08,32,10.3,2445,IVR (rolling),NA,4.2
Nanos Research,35.6,NA,5.2,13.4,NA,2019-10-08,34.8,9.1,1200,telephone (rolling),NA,1.2
Mainstreet Research,32.6,NA,6.5,13.2,NA,2019-10-07,33.1,10.1,2108,IVR (rolling),NA,3.4
Nanos Research,34.6,NA,5.1,13.5,NA,2019-10-07,34.8,9.8,1200,telephone (rolling),NA,1.1
Ipsos,35,NA,7,15,NA,2019-10-07,34,7,1502,online,NA,2
Innovative Research,35,NA,5,13,NA,2019-10-07,33,10,2835,online,NA,4
Mainstreet Research,33.1,NA,6.3,13.3,NA,2019-10-06,33.3,9.7,2108,IVR (rolling),NA,2.9
Nanos Research,34.3,NA,5.1,15,NA,2019-10-06,33.4,9.6,1200,telephone (rolling),NA,1.5
Abacus Data,35,NA,5,16,NA,2019-10-05,33,8,1556,online,NA,1
Nanos Research,36.7,NA,4.9,15,NA,2019-10-05,32.7,8,1200,telephone (rolling),NA,1.8
Nanos Research,36.2,NA,5.8,15.6,NA,2019-10-04,32.6,7.4,1200,telephone (rolling),NA,1.8
Mainstreet Research,34.3,NA,5.8,11.4,NA,2019-10-03,34.8,9.1,2207,IVR (rolling),NA,3.2
Nanos Research,36.3,NA,5.9,13.8,NA,2019-10-03,34.3,8.2,1200,telephone (rolling),NA,1.2
Campaign Research,32,NA,5,14,NA,2019-10-02,34,11,4755,online,NA,3
Mainstreet Research,33.4,NA,5.7,11.9,NA,2019-10-02,36.4,9,2234,IVR (rolling),NA,2.5
Nanos Research,32.9,NA,5.5,14.9,NA,2019-10-02,35.2,9.9,1200,telephone (rolling),NA,1.4
Forum Research,34,NA,6,12,NA,2019-10-01,31,12,1853,IVR,NA,4
Mainstreet Research,33.5,NA,5.3,11.6,NA,2019-10-01,36,10,2259,IVR (rolling),NA,2.8
Nanos Research,34.2,NA,4.5,15.2,NA,2019-10-01,33.9,10.2,1200,telephone (rolling),NA,1.8
Mainstreet Research,33.3,NA,5.3,11.6,NA,2019-09-30,36.1,10,2183,IVR (rolling),NA,2.9
Nanos Research,32.2,NA,4.4,14.3,NA,2019-09-30,34.5,11.1,1200,telephone (rolling),NA,3
Leger,34,NA,5,14,NA,2019-09-30,34,11,1558,online,NA,2
Angus Reid,30,NA,7,14,NA,2019-09-30,37,8,1522,online,NA,3
Ipsos,34,NA,5,15,NA,2019-09-30,37,7,1489,online,NA,2
Mainstreet Research,34.4,NA,5.6,10.9,NA,2019-09-29,34.1,10.5,2140,IVR (rolling),NA,3.4
Nanos Research,32.7,NA,4.1,13.2,NA,2019-09-29,34,12.6,1200,telephone (rolling),NA,2.5
EKOS,33.4,NA,3,11.4,NA,2019-09-29,31.1,13.4,1492,telephone/IVR,NA,5.1
Mainstreet Research,34,NA,5.8,11.7,NA,2019-09-28,33.7,10.1,2270,IVR (rolling),NA,3.7
Nanos Research,32.5,NA,4.6,13,NA,2019-09-28,34.2,12.6,1200,telephone (rolling),NA,2.1
Nanos Research,32.6,NA,3.8,14.4,NA,2019-09-27,34.1,13.2,1200,telephone (rolling),NA,1.3
Research Co.,36,NA,5,15,NA,2019-09-26,33,9,1000,online,NA,2
Mainstreet Research,33.4,NA,5.6,10.7,NA,2019-09-26,35.6,9.7,2436,IVR (rolling),NA,3.7
Nanos Research,34.4,NA,4.4,15,NA,2019-09-26,33.7,10.5,1200,telephone (rolling),NA,1.8
Abacus Data,35,NA,5,15,NA,2019-09-26,33,10,1975,online,NA,2
Mainstreet Research,34.4,NA,5.5,10.7,NA,2019-09-25,35.8,9.2,2425,IVR (rolling),NA,3.4
Nanos Research,35.5,NA,4.7,14.5,NA,2019-09-25,33.6,9.5,1200,telephone (rolling),NA,2
Innovative Research,35,NA,5,14,NA,2019-09-25,31,10,2302,online,NA,5
Mainstreet Research,35.2,NA,5.2,10.8,NA,2019-09-24,35.5,9.3,2389,IVR (rolling),NA,2.9
Nanos Research,35.3,NA,5.5,12.7,NA,2019-09-24,35.4,8.8,1200,telephone (rolling),NA,2.1
Leger,34,NA,5,13,NA,2019-09-24,33,11,2153,online,NA,4
Innovative Research,35,NA,5,12,NA,2019-09-24,34,10,2496,online,NA,4
Mainstreet Research,34.4,NA,4.8,11.2,NA,2019-09-23,35.9,9.6,2333,IVR (rolling),NA,NA
Nanos Research,35.1,NA,5.7,12.9,NA,2019-09-23,33.5,10.1,1200,telephone (rolling),NA,2.4
Angus Reid,30,NA,6,15,NA,2019-09-23,35,11,1523,online,NA,3
Ipsos,32,NA,4,15,NA,2019-09-23,36,11,1500,online,NA,2
Mainstreet Research,33.7,NA,NA,NA,NA,2019-09-22,35.8,NA,2168,IVR (rolling),NA,NA
Nanos Research,33.1,NA,5.8,12.8,NA,2019-09-22,34.3,10.6,1200,telephone (rolling),NA,2.9
EKOS,32,NA,4.9,10.9,NA,2019-09-22,35.3,10.3,1272,IVR,NA,4.1
Abacus Data,32,NA,4,15,NA,2019-09-22,34,10,1929,online,NA,3
Mainstreet Research,33.9,NA,4.9,11.4,NA,2019-09-21,34.8,10.7,2124,IVR (rolling),NA,3.6
Forum Research,33,NA,6,11,NA,2019-09-21,33,11,2449,IVR,NA,5
Nanos Research,32.9,NA,5.3,14,NA,2019-09-21,35.5,9.5,1200,telephone (rolling),NA,2.2
DART/Maru,30,NA,6,15,NA,2019-09-20,37,8,1520,online,NA,3
Mainstreet Research,35.9,NA,4.8,10.9,NA,2019-09-20,34.2,10.4,2087,IVR (rolling),NA,3.1
Nanos Research,32,NA,5.4,13.7,NA,2019-09-20,36.8,9,1200,telephone (rolling),NA,2.4
Mainstreet Research,36.8,NA,4.7,10.1,NA,2019-09-19,34.2,9.8,2087,IVR (rolling),NA,3.7
Nanos Research,34.2,NA,3.5,12.8,NA,2019-09-19,37.4,9.3,1200,telephone (rolling),NA,2.4
Mainstreet Research,37.2,NA,4.4,9.8,NA,2019-09-18,34.4,10.1,1935,IVR (rolling),NA,3.3
Nanos Research,35,NA,4,11.8,NA,2019-09-18,37.8,7.7,1200,telephone (rolling),NA,2.8
Nanos Research,35.5,NA,4,13.6,NA,2019-09-17,37.2,7,1200,telephone (rolling),NA,1.7
Leger,34,NA,5,12,NA,2019-09-17,33,11,1598,online,NA,4
Mainstreet Research,36.8,NA,4.5,9.7,NA,2019-09-16,34.8,9.4,1935,IVR (rolling),NA,3.8
Nanos Research,34.9,NA,4.7,15.4,NA,2019-09-16,35.9,6.5,1200,telephone (rolling),NA,1.8
Angus Reid,33,NA,5,13,NA,2019-09-16,36,9,2154,online,NA,4
Mainstreet Research,36.5,NA,4.3,9.6,NA,2019-09-15,35,9.9,1935,IVR (rolling),NA,3.5
Nanos Research,34,NA,4.4,16.4,NA,2019-09-15,34.4,7.8,1200,telephone (rolling),NA,2.3
Innovative Research,35,NA,4,14,NA,2019-09-15,32,11,1622,online,NA,4
Nanos Research,35.2,NA,3.8,16.6,NA,2019-09-14,32.3,9.6,1200,telephone (rolling),NA,2
Ipsos,35,NA,4,14,NA,2019-09-13,35,9,2562,online/telephone,NA,2
Nanos Research,35.4,NA,3.6,15.7,NA,2019-09-13,32.8,9.5,1200,telephone (rolling),NA,2.4
DART/Maru,32,NA,6,15,NA,2019-09-11,35,8,1517,online,NA,2
Forum Research,32.4,NA,4.1,8.6,NA,2019-09-11,36.3,11.6,1001,IVR,NA,4.9
